step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.625924819425196,0,0.0,0.9873760493064394,0,0.0,0.986813558521294,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9872782258869841,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9887182876500555,0,0.0,0.9874628017439863,0,0.0,0.9880610040851403,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9890632685570322,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,12.819330442195096,0,0.0,0.9552618872739672,0,0.0,0.9523223468975665,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9461926871617745,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9547463569084857,0,0.0,0.949255498449925,0,0.0,0.9362725717613203,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8675563968756062,0,0.0,1.0,0,0.0
15.0,1,1.0,0.025,12.10946578557203,1,1.0,0.7441565924977032,0,0.0,0.9433082831819264,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9299077751740285,0,0.0,0.9942913358940431,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9207878004847596,0,0.0,0.9548026575914459,0,0.0,0.9616445026835942,0,0.0,0.7665936299997826,0,0.0,0.9825110605777502,0,0.0,0.9113628909033308,0,0.0,0.9428262675739284,0,0.0,0.7442556285996473,1,1.0
20.0,3,11.0,0.19642857142857142,12.016982130770021,2,10.0,0.7084133795406509,0,0.0,0.9569552887863979,0,0.0,1.0,0,0.0,1.0,0,0.0,0.962297064891465,0,0.0,0.9510713183551194,0,0.0,1.0,0,0.0,1.0,1,1.0,0.6158678825252915,0,0.0,0.9515873707514002,0,0.0,0.9617320231625334,0,0.0,0.9842204270856126,0,0.0,0.6890294927007836,0,0.0,0.9543853612272848,0,0.0,0.9676559916165112,0,0.0,0.9713115760878348,3,11.0
25.0,4,15.0,0.20833333333333334,11.101773294395606,0,1.0,0.7163437548046659,0,4.0,0.8117795066992513,0,0.0,0.9949398051244784,0,0.0,1.0,0,0.0,0.9714273961334875,0,0.0,0.9340615195539436,0,0.0,1.0,0,0.0,1.0,3,12.0,0.49092449640014757,0,0.0,0.9484069813606306,0,0.0,0.7610821552657369,0,0.0,0.8787746276048699,1,3.0,7.543846818218916e-05,0,0.0,0.7371714742929516,0,0.0,0.9642538698256187,0,0.0,0.9649813262285136,4,20.0
30.0,2,12.0,0.15,11.059600525621267,1,4.0,0.7825343597385898,0,4.0,0.9188341980270729,0,0.0,0.9602719250287195,0,1.0,0.46167600110822227,0,0.0,0.9510449205117745,0,0.0,0.9305274348197434,0,0.0,0.9615485560687962,0,0.0,1.0,0,9.0,0.4727570708026874,0,0.0,0.9834699860267371,0,0.0,0.6920761369298961,0,0.0,0.8403645319366476,1,12.0,0.4032488759568487,0,0.0,0.8620480833612951,0,2.0,0.8277862394610234,0,0.0,0.9558609878738171,2,32.0
35.0,4,10.0,0.10416666666666667,11.457744423713597,0,1.0,0.6265688190207148,0,4.0,0.9115534324572855,0,2.0,0.7645724477252834,0,1.0,0.9496926300674949,0,0.0,0.949236610710746,0,0.0,0.9251198587828066,0,0.0,0.9371452519028758,0,0.0,1.0,0,0.0,0.8890909588949982,0,0.0,0.95953049153133,2,5.0,0.5130732420018015,2,6.0,0.634941124370759,0,4.0,0.9223340789648291,0,0.0,0.9747690335618902,0,2.0,0.9294331032163973,0,0.0,0.9562539175953182,4,25.0
40.0,6,14.0,0.125,11.376727178009633,3,10.0,0.689659292329146,1,1.0,0.7824765311753674,0,2.0,0.9528277878747877,0,1.0,0.9426224898713349,0,0.0,0.955989893454428,0,0.0,0.9627712227932622,0,0.0,0.9439573748112489,0,0.0,0.9559742782127258,0,0.0,0.9908618273613425,0,0.0,0.9572275500753734,0,4.0,0.7651747105331436,1,5.0,0.32376404258519537,0,4.0,0.8958524711777078,0,0.0,0.9597891677235276,0,0.0,0.8860735910853738,1,6.0,0.6646399416182487,6,33.0
45.0,8,19.0,0.15833333333333333,10.635039223940561,1,6.0,0.6848666980834277,2,8.0,0.47212262873543365,0,2.0,0.9200305181136154,0,0.0,0.8726445213619838,0,0.0,0.9326229626681899,0,2.0,0.8100671378939626,0,0.0,0.9597557734553392,0,0.0,0.9514333219525658,0,0.0,0.9693220725794779,0,0.0,0.9452384654578109,0,3.0,0.8966732536059128,1,10.0,0.6747668286417072,2,4.0,0.5236504645047749,0,0.0,0.9586612180269307,2,4.0,0.4512899568604476,0,4.0,0.7706080137264028,8,43.0
