step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.171793824614586,0,0.0,0.9632018787964246,0,0.0,0.9666520449544318,0,0.0,1.0,0,0.0,1.0,0,0.0,0.963361538924562,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9619988063278682,0,0.0,0.9663500900138372,0,0.0,0.9635267721916084,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9623799480243886,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,12.605083528348565,0,0.0,0.8879517941573046,0,0.0,0.9412755405745357,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9385555484650663,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9385602568616439,0,0.0,0.9428920489168646,0,0.0,0.9406627802945853,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9393543873573008,0,0.0,1.0,0,0.0
15.0,1,1.0,0.025,12.431369506775344,1,1.0,0.7991349828056136,0,0.0,0.9630044794316026,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9416953589827171,0,0.0,0.7724231838509716,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9520831115082051,0,0.0,0.9485914460507759,0,0.0,0.9527544885594896,0,0.0,0.9588671197657783,0,0.0,0.9668385919207682,0,0.0,0.9314480005739393,0,0.0,0.9481840829097612,0,0.0,0.9667242900128284,1,1.0
20.0,2,9.0,0.16071428571428573,12.105448280498196,2,9.0,0.6493046639601183,0,0.0,0.9660855352674781,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9478355323556001,0,0.0,0.9497560483921865,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9518279312237277,0,0.0,0.9438773551792375,0,0.0,0.9409985631817072,0,0.0,0.9474076649395204,0,0.0,0.9713933597882112,0,0.0,0.9396844651193508,0,0.0,0.9390215775899788,0,0.0,0.948606609979748,2,9.0
25.0,0,0.0,0.0,12.132271744713117,0,4.0,0.7163365415701134,0,4.0,0.7945982100020625,0,0.0,1.0,0,0.0,0.9904065922963998,0,0.0,0.9563635980767913,0,0.0,0.9856672763385467,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9723908428536469,0,0.0,0.9499275259596661,0,0.0,0.8477669512573679,0,0.0,0.941608110183328,0,0.0,0.9780638309824128,0,0.0,0.933811588790566,0,0.0,0.956050569255084,0,0.0,0.9556789455148319,0,8.0
30.0,4,8.0,0.1,11.666612215327723,2,5.0,0.7429819318881312,0,4.0,0.8869413090355576,0,0.0,0.9420556861571604,0,0.0,0.9405609318820013,0,0.0,0.9348924509286164,0,0.0,0.8976562217608476,0,0.0,0.9233198784674025,0,0.0,1.0,0,0.0,0.9588769281765734,0,0.0,0.954477737434951,1,2.0,0.6971197569838757,1,1.0,0.7268328793491661,0,0.0,0.9405809223261409,0,0.0,0.9266717838149713,0,0.0,0.8394927318193266,0,0.0,0.858118664880613,4,12.0
35.0,5,16.0,0.16666666666666666,11.140604988492369,0,0.0,0.7081167371839533,1,1.0,0.8241427889702059,0,0.0,0.9509361087937138,0,0.0,0.9774266167213304,0,0.0,0.9290902998540291,0,0.0,0.9071362633290224,0,0.0,0.9629488090587396,0,0.0,0.9702427005961909,0,0.0,0.9674707465418728,0,0.0,0.9457212953305039,3,15.0,0.45432267667107545,0,0.0,0.7093884245935252,0,0.0,0.8870942777121803,0,0.0,0.9412077827677803,0,0.0,0.9314520887839006,1,2.0,0.685010918765216,5,18.0
40.0,8,26.0,0.23214285714285715,10.99099535063098,2,5.0,0.7012345588772896,2,8.0,0.6856954071646515,1,2.0,0.6227254050025197,0,0.0,0.9164154181628563,0,0.0,0.9737777002126838,0,0.0,0.9443583026779298,0,0.0,0.9416385446308423,0,0.0,0.9659631235005728,0,0.0,0.9519509142702488,0,0.0,0.9620388556359597,0,10.0,0.7160883460144031,1,5.0,0.5123649316380896,1,1.0,0.7200622868688401,0,0.0,0.8897355385101966,0,0.0,0.9475284859391424,1,9.0,0.8330240702554196,8,40.0
45.0,8,28.0,0.23333333333333334,10.144893713965105,1,8.0,0.6305852301670233,1,6.0,0.48470893945153715,0,1.0,0.41944813091818706,0,4.0,0.7970561502467922,0,0.0,0.9492979566366889,0,0.0,0.9597194899976765,0,0.0,0.912059648944017,0,0.0,0.9593689288732522,0,0.0,0.8959407190382739,0,0.0,0.9333371404876717,0,4.0,0.9056080913188502,1,8.0,0.6204144668141599,2,11.0,0.677243131498556,0,0.0,0.945731115796208,2,2.0,0.5244313821463608,1,14.0,0.7953988097458815,8,58.0
50.0,19,87.0,0.6397058823529411,9.843779293828387,3,10.0,0.6182116842968285,2,12.0,0.7361152025391182,3,18.0,0.561582679283262,0,4.0,0.9330756432772042,0,0.0,0.95514603537698,0,0.0,0.9536752136693465,0,0.0,0.7185124948759676,0,0.0,0.7671280184608271,0,0.0,0.7867180584356213,0,0.0,0.8394187353436372,1,2.0,0.5852145824207905,2,20.0,0.7800107309978077,0,4.0,0.568189020955611,0,0.0,0.785512299300467,4,17.0,0.5230052703549776,4,25.0,0.33999469545344235,19,112.0
55.0,13,66.0,0.4370860927152318,9.578984539466221,1,9.0,0.6047377847264237,0,3.0,0.7839490902813276,3,33.0,0.6869550131160366,0,4.0,0.9233875850417093,0,4.0,0.8226383985450191,0,4.0,0.7794684895495728,2,10.0,0.6475679264758724,0,0.0,0.9404585054093687,2,10.0,0.49221698504807854,0,0.0,0.9470866671782807,4,17.0,0.4511012823892403,0,6.0,0.6377943012040664,0,2.0,0.8761184255871304,0,0.0,0.6268733280911662,0,11.0,0.7617436825418734,1,21.0,0.3757193595191605,13,134.0
60.0,21,92.0,0.5822784810126582,9.261636463583617,3,15.0,0.5580893107417088,3,12.0,0.5195872813858686,1,17.0,0.636074115824255,1,1.0,0.40736058777069156,0,4.0,0.948949665869349,0,4.0,0.9097092568464963,2,24.0,0.6512039312829485,0,0.0,0.7495187585101053,0,7.0,0.744187776157564,0,0.0,0.9070816518809317,0,13.0,0.647923795162359,4,22.0,0.3177244022820616,0,4.0,0.4606939548568163,2,7.0,0.5273359034883278,2,7.0,0.6710436718988747,3,17.0,0.613912467036383,21,154.0
65.0,22,133.0,0.7732558139534884,9.440970261326665,5,36.0,0.51197605819882,0,6.0,0.47617609453661,4,16.0,0.37285406303287555,3,12.0,0.11977192909290872,0,4.0,0.9474619233819498,0,4.0,0.9133926065307902,2,34.0,0.7221237769013648,2,8.0,0.598638884091973,0,4.0,0.9122406236418267,0,0.0,0.7234817013435025,0,4.0,0.8786213877484957,0,22.0,0.6270394620120319,0,8.0,0.771277238926575,0,3.0,0.8250686480470264,2,6.0,0.4380353377107986,4,37.0,0.5684928330931712,22,204.0
70.0,18,92.0,0.5054945054945055,9.538663515155498,2,30.0,0.5317980060642582,1,8.0,0.6577831277946783,0,11.0,0.1182662337790153,0,10.0,0.76934726606958,2,7.0,0.5113583484126416,1,2.0,0.6839908026134907,1,5.0,0.7178256185578374,1,8.0,0.593052957260952,1,1.0,0.7211546749234917,1,5.0,0.7295816926078209,0,0.0,0.8119339802054689,0,8.0,0.8787190469096128,0,8.0,0.9036412813209562,0,0.0,0.6215607368507907,4,22.0,0.557106832835587,4,53.0,0.6573178998292156,18,178.0
75.0,20,86.0,0.4648648648648649,9.372841810477118,3,13.0,0.5673040550403419,1,13.0,0.7891580333420611,2,12.0,0.5338218501145121,0,8.0,0.9394301915850274,0,6.0,0.4888176458652345,3,16.0,0.6021631094464973,3,13.0,0.4494905140471265,2,12.0,0.600687524246655,3,12.0,0.45790516912958273,0,2.0,0.7419766855510475,1,4.0,0.5499344394720936,0,4.0,0.9208487531779306,0,2.0,0.8969746888244088,1,1.0,0.2584811824512665,1,15.0,0.6538644971050521,0,30.0,0.5075214502125961,20,163.0
80.0,17,71.0,0.3697916666666667,9.538959282593675,5,31.0,0.5483924997363375,0,4.0,0.8691375433943568,0,4.0,0.8688603069119489,0,4.0,0.914960756466784,3,13.0,0.642160422138308,0,10.0,0.4054935407765246,2,15.0,0.2584457402424942,0,9.0,0.6515667035713668,0,7.0,0.5214079657017696,0,0.0,0.8408529174440508,0,3.0,0.703339725558361,1,4.0,0.495072457578589,0,2.0,0.750634708582498,1,8.0,0.7528301818280103,2,10.0,0.6874493463137742,3,11.0,0.48163258970717254,17,135.0
85.0,19,77.0,0.39285714285714285,9.93781664282275,1,23.0,0.5767265259777016,1,5.0,0.7259966397888068,0,4.0,0.9110950433341493,0,2.0,0.25632465566060647,0,8.0,0.7396793572495883,3,15.0,0.18651071212793538,3,25.0,0.7228980590755612,2,11.0,0.679851706328918,0,2.0,0.9091031364591246,0,0.0,0.6856871073835383,0,4.0,0.7646760699279307,2,13.0,0.6928854844374132,0,4.0,0.8385667653612092,0,0.0,0.9004460203736925,5,28.0,0.4752136515993975,2,9.0,0.6827190420521381,19,153.0
90.0,13,33.0,0.1683673469387755,9.285878189305608,2,6.0,0.638996183023688,1,2.0,0.3448364464226379,1,1.0,0.38163947439901497,1,6.0,0.6649165154853913,2,6.0,0.5950539987983114,0,19.0,0.7147889341967745,0,16.0,0.8196523377791991,0,6.0,0.5664895984696636,0,2.0,0.9332886651374405,1,1.0,0.5679557287663601,0,4.0,0.8876290471340399,0,4.0,0.8483348529894528,2,11.0,0.6401643544406291,0,0.0,0.8332520750572702,1,24.0,0.41113781883030676,2,15.0,0.6805393431771838,13,123.0
95.0,26,119.0,0.5804878048780487,9.48997357582104,4,21.0,0.6250665962255871,5,22.0,0.41677769523710784,2,11.0,0.5707788708817457,0,2.0,0.9369231172227912,2,8.0,0.4224179844036773,0,8.0,0.9052529356276254,2,8.0,0.35757971057099996,2,9.0,0.22148403747574452,0,0.0,0.7427493649282365,0,2.0,0.7282744100853463,0,4.0,0.8395573152120102,0,4.0,0.8829124262186829,3,22.0,0.6869657629631272,2,6.0,0.35001037394812323,2,12.0,0.5504187766973033,2,27.0,0.7020217599814046,26,166.0
100.0,20,75.0,0.35377358490566035,9.075462093894812,1,14.0,0.5698552704989456,1,30.0,0.4974995868925596,0,0.0,0.8358715845916198,0,0.0,0.7759813548331416,2,8.0,0.5199371147996761,1,5.0,0.5692432892933004,1,13.0,0.15565831419308376,1,10.0,0.5685370450158284,2,10.0,0.45945479730611294,0,0.0,0.9285638288583655,2,7.0,0.6691890754135064,1,5.0,0.6029869756926642,1,13.0,0.6118469373390618,4,29.0,0.5392409707529798,2,22.0,0.7454448475196014,1,5.0,0.6858027866042118,20,171.0
105.0,32,142.0,0.696078431372549,8.97432517743166,3,11.0,0.5183900860026059,3,12.0,0.6729494750860296,0,4.0,0.9475936472791424,0,4.0,0.2831376660589001,3,11.0,0.32540534880750166,7,24.0,0.21770973728080006,2,15.0,0.5818313993583408,1,15.0,0.826101066241208,0,9.0,0.7364574002560453,0,0.0,0.7549305520750266,1,3.0,0.5626820061449709,4,21.0,0.32249198531439977,4,18.0,0.34546900255293983,0,23.0,0.7803900602130196,2,32.0,0.7557166121852454,2,11.0,0.7206156347317116,32,213.0
110.0,24,122.0,0.6039603960396039,9.396618046722931,2,14.0,0.5962770301911262,4,28.0,0.6126623935767621,0,8.0,0.8155618963401944,0,2.0,0.7797390186936412,3,27.0,0.502868615428371,1,33.0,0.48313582109738956,0,6.0,0.8591324857002074,2,19.0,0.6048790888654195,0,4.0,0.9169567983561601,3,8.0,0.5301605251629847,4,17.0,0.41768303374725,1,19.0,0.5582613245658354,2,17.0,0.5347838235134588,0,4.0,0.8254424694546775,0,0.0,0.6503784765930588,2,21.0,0.7311517205579802,24,227.0
115.0,13,50.0,0.24390243902439024,9.217033883287995,3,16.0,0.5969679732145374,0,20.0,0.402474936494476,0,4.0,0.8600954458264694,0,2.0,0.8450733171532455,1,16.0,0.7911049487925028,0,12.0,0.7483860752478512,0,2.0,0.7897528206137773,0,9.0,0.23356401591236509,2,8.0,0.5000130503338749,0,4.0,0.5871592305145662,0,19.0,0.6563824098581748,2,16.0,0.7263930495691289,2,20.0,0.7569587753748261,1,5.0,0.42026046043518445,1,7.0,0.6130791607177115,1,1.0,0.422179454595393,13,161.0
120.0,29,137.0,0.685,9.334539368681444,5,38.0,0.5378253429232001,5,17.0,0.3465612541023065,0,4.0,0.9136062118653747,0,2.0,0.8686025191784166,3,14.0,0.6817778644790928,0,4.0,0.8895027471687904,0,2.0,0.6970831584619549,5,19.0,0.2279726821047412,1,9.0,0.46457614078533005,0,2.0,0.7700735010410463,1,9.0,0.6993782385587645,2,26.0,0.6900577904959591,1,8.0,0.6757892224092166,2,18.0,0.6062485760469706,0,7.0,0.8061677161143624,4,18.0,0.1713596872965938,29,197.0
125.0,22,70.0,0.33980582524271846,8.843066833326462,0,26.0,0.4729259866446025,3,29.0,0.3479708274964296,2,2.0,0.24795707803491668,0,2.0,0.7245944881266827,1,13.0,0.4174733359403995,2,10.0,0.656052374302128,3,10.0,0.649629920088815,0,17.0,0.7313144844330439,2,13.0,0.5017818821886055,0,4.0,0.8764208412932373,4,19.0,0.5396699848843242,0,4.0,0.6667806532370846,5,23.0,0.5188982486410371,0,6.0,0.8667089369496359,0,4.0,0.8721710666170289,0,17.0,0.6535754224085586,22,199.0
130.0,27,127.0,0.6105769230769231,9.129248549386958,3,11.0,0.6398050349251152,5,31.0,0.5251551876768144,3,24.0,0.48136743792796666,0,4.0,0.7214042987548221,5,24.0,0.45551420935468867,2,16.0,0.7041559371170693,3,25.0,0.6706288350470063,0,0.0,0.8283049289456893,0,6.0,0.7325188181528491,0,4.0,0.8572484601444678,2,16.0,0.3571312003186896,2,11.0,0.49774248604817056,1,23.0,0.2955268158077323,0,2.0,0.8455414846638879,1,1.0,0.7178786337852668,0,4.0,0.9225891345018041,27,202.0
135.0,26,76.0,0.36018957345971564,8.753951442343253,3,11.0,0.5015033832901205,1,34.0,0.6583197729790786,0,15.0,0.8303867435552071,0,6.0,0.8290558650855406,1,26.0,0.597138241219353,1,5.0,0.6736299560349195,2,19.0,0.4426405462115624,2,4.0,0.6030645650800381,0,4.0,0.8832458220991869,3,9.0,0.540244342636359,3,21.0,0.5038482008659405,1,9.0,0.5625386398422461,5,23.0,0.48726587716656994,1,5.0,0.4475746647637649,2,11.0,0.5051391865751662,1,7.0,0.6378454672660515,26,209.0
140.0,31,129.0,0.589041095890411,8.559354418624034,4,25.0,0.5515703695880965,2,9.0,0.47930370025016106,0,4.0,0.7993403198018925,0,4.0,0.793694487303157,3,12.0,0.6694694938421071,2,11.0,0.7147530323907093,2,18.0,0.6802164838197254,6,24.0,0.31415558254057235,2,8.0,0.4778063296766907,0,7.0,0.4538479683573509,2,14.0,0.6832997764068233,3,22.0,0.712422375373172,0,23.0,0.7498761931750256,0,16.0,0.31049784450531004,1,11.0,0.3836884142723544,4,22.0,0.22289180968855152,31,230.0
145.0,26,85.0,0.3744493392070485,8.680868437012796,1,23.0,0.6184466840550306,6,32.0,0.3654493424408146,1,8.0,0.4659798340301769,0,4.0,0.8127892598372964,0,4.0,0.605569256610635,2,7.0,0.5052989443163716,0,4.0,0.7819502008479778,4,36.0,0.496477497902551,0,7.0,0.45921002274943773,1,6.0,0.6776518072709236,3,19.0,0.6631482963827798,3,18.0,0.6117784340026566,2,9.0,0.41783211281363936,0,8.0,0.8538662619189701,3,20.0,0.6498928152427765,0,18.0,0.6107848679663428,26,223.0
150.0,29,119.0,0.5458715596330275,8.70466705458811,1,4.0,0.6370116374348066,1,35.0,0.5901238823834242,2,22.0,0.5706475669073545,1,2.0,0.43400539337180233,4,13.0,0.38366237266876735,3,22.0,0.6005116099004997,0,0.0,0.8923703414450763,2,23.0,0.6710819484808638,3,13.0,0.4414078329719091,1,13.0,0.785521679167231,1,14.0,0.4365505025917969,7,37.0,0.42623245272129057,2,9.0,0.10675512442963896,0,8.0,0.8647849213534966,0,6.0,0.6243158550524397,1,12.0,0.831444463578558,29,233.0
155.0,28,120.0,0.5454545454545454,8.805245640046287,3,15.0,0.6411340204903947,1,12.0,0.784080617564955,0,8.0,0.8928006296297182,2,16.0,0.43042173754964513,0,18.0,0.628895090457629,1,14.0,0.686987813580433,2,8.0,0.6158581408716094,2,26.0,0.6209166795782597,0,11.0,0.6702613714568787,0,2.0,0.8485202938044965,7,26.0,0.33197738788280773,3,43.0,0.4118524486430577,2,20.0,0.30737571494866145,1,5.0,0.46275381279473354,3,11.0,0.4124816299287077,1,13.0,0.7964172956591397,28,248.0
160.0,26,99.0,0.44,8.988565860932864,0,11.0,0.6810308872324257,3,13.0,0.6589996010950104,0,4.0,0.8928700341137895,0,4.0,0.903052921576526,2,10.0,0.6910651161809921,1,8.0,0.6620353965483474,2,16.0,0.7255963236568841,2,10.0,0.19679110865999497,0,4.0,0.884235965481803,1,4.0,0.7041579509320102,4,37.0,0.37016454300690255,6,32.0,0.4221114548128702,0,8.0,0.8543679301709041,5,26.0,0.16990254766793572,0,8.0,0.6503080820941468,0,4.0,0.33760073499314075,26,199.0
165.0,21,107.0,0.4798206278026906,8.93212558663097,0,0.0,0.744595433915503,5,33.0,0.5089293740502535,0,0.0,0.49901660741856,0,4.0,0.8718229779557813,1,6.0,0.4354575683997053,1,17.0,0.694950341782478,1,4.0,0.7052276115993579,4,30.0,0.42934421585348304,0,0.0,0.7386312059950338,1,4.0,0.5866848053966063,4,33.0,0.5423475775915491,1,31.0,0.2211288719132601,0,8.0,0.8885928591719513,0,24.0,0.48720076675347096,0,4.0,0.8684976956078081,3,21.0,0.5449460632070121,21,219.0
170.0,32,100.0,0.4424778761061947,8.916926885730604,3,9.0,0.6272358471153137,2,26.0,0.3332092282515413,3,14.0,0.37659356300067326,1,6.0,0.4787118506818311,5,21.0,0.4061242497304322,0,6.0,0.8925406461393254,2,12.0,0.7507656335888688,1,26.0,0.7437419056794844,2,8.0,0.7077118802329483,1,6.0,0.83321720151972,2,34.0,0.6164911212361485,6,31.0,0.1849957788242953,2,7.0,0.36059844944874986,0,7.0,0.9152649031254345,2,6.0,0.7226553229187216,0,14.0,0.7888475901367082,32,233.0
175.0,26,115.0,0.5043859649122807,8.592494516557958,0,6.0,0.6804445999847969,3,19.0,0.4946905023522498,0,9.0,0.8073377512275466,2,6.0,0.08074657177940413,0,18.0,0.6273445861724489,0,2.0,0.8582034531714666,2,5.0,0.4827483996066807,1,9.0,0.806496701620135,4,24.0,0.5003580720030585,0,0.0,0.7954427735798485,3,31.0,0.5384518070143339,0,32.0,0.6948915752544922,7,35.0,0.10469623207347958,1,9.0,0.6902104023036232,3,14.0,0.48861596652023687,0,4.0,0.7805835059339863,26,223.0
180.0,32,127.0,0.5570175438596491,8.410373269789652,2,6.0,0.6748905592118707,3,33.0,0.6958479961798386,0,2.0,0.779936106300252,4,26.0,0.5453184750689712,2,6.0,0.7273224572761803,3,6.0,0.36543405502109993,6,27.0,0.15578679634231185,1,4.0,0.44463340021521364,1,20.0,0.3179859457413268,2,8.0,0.667480392046174,2,16.0,0.35117525049256454,0,6.0,0.9085489608006646,1,39.0,0.5173885045042669,2,19.0,0.45930558120076515,2,14.0,0.422836801285092,1,1.0,0.5135561334551807,32,233.0
