step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
74285.0,43,816.0,9.379310344827585,2.933040468378547,43,2122.0,0.09781022420271514,43,2122.0
74290.0,45,901.0,10.123595505617978,3.070376446045708,45,2168.0,0.11785938334848008,45,2168.0
74295.0,39,582.0,6.767441860465116,3.1606859143387362,39,2115.0,0.1402913172752174,39,2115.0
74300.0,49,606.0,7.129411764705883,2.8212868837151857,49,1989.0,0.11321673215541596,49,1989.0
74305.0,62,868.0,9.863636363636363,2.4462538410148653,62,2115.0,0.06374673651755307,62,2115.0
74310.0,60,974.0,11.195402298850574,1.9211585465138088,60,2237.0,0.06107673503113831,60,2237.0
74315.0,56,971.0,11.160919540229886,2.933325660466011,56,2183.0,0.12009817242045942,56,2183.0
74320.0,52,1015.0,12.083333333333334,2.7352024421109853,52,2109.0,0.07626337891150947,52,2109.0
74325.0,51,1066.0,12.541176470588235,3.08616917214372,51,2162.0,0.10964167185025589,51,2162.0
74330.0,49,1158.0,14.121951219512194,3.457784876241948,49,2112.0,0.1436842206137877,49,2112.0
74335.0,50,1188.0,14.313253012048193,2.9002427967522975,50,2206.0,0.14233266232082234,50,2206.0
74340.0,45,1078.0,13.146341463414634,2.61868466911813,45,2219.0,0.09248649409666555,45,2219.0
74345.0,45,1051.0,12.080459770114942,3.1749849078873686,45,2197.0,0.13072192301078517,45,2197.0
74350.0,42,1044.0,12.0,4.1365125866315005,42,2171.0,0.19357561719741792,42,2171.0
74355.0,41,716.0,8.423529411764706,2.8177482419272613,41,2176.0,0.13110308326487144,41,2176.0
74360.0,50,678.0,7.704545454545454,2.5923679322702733,50,2107.0,0.11315468076777595,50,2107.0
74365.0,57,934.0,10.263736263736265,2.5896422805937345,57,2153.0,0.06889137709031466,57,2153.0
74370.0,64,1056.0,11.604395604395604,1.9437100610750095,64,2309.0,0.0540385839344092,64,2309.0
74375.0,64,1106.0,12.568181818181818,1.7395862501719501,64,2250.0,0.0418713494050219,64,2250.0
74380.0,64,1174.0,12.357894736842105,2.4401146513200236,64,2266.0,0.06365209285908316,64,2266.0
74385.0,51,1073.0,11.922222222222222,3.0161969963306565,51,2347.0,0.138680025032431,51,2347.0
74390.0,43,982.0,11.69047619047619,2.7727111183800908,43,2309.0,0.13695215862166862,43,2309.0
74395.0,44,957.0,11.127906976744185,2.830162348080977,44,2255.0,0.10967108416465818,44,2255.0
74400.0,44,995.0,11.436781609195402,3.2925143480211503,44,2228.0,0.13571224380041025,44,2228.0
74405.0,40,592.0,6.883720930232558,3.0361919127069092,40,2203.0,0.14175970881761327,40,2203.0
74410.0,47,606.0,7.046511627906977,2.8572942449908214,47,2117.0,0.11813274963684398,47,2117.0
74415.0,59,876.0,9.733333333333333,2.419477066912808,59,2193.0,0.07002653632714245,59,2193.0
74420.0,62,990.0,11.0,2.0293026601145128,62,2322.0,0.08259622477662529,62,2322.0
74425.0,58,1006.0,11.303370786516854,2.7440593100196606,58,2362.0,0.10655509616454403,58,2362.0
74430.0,57,1079.0,12.546511627906977,2.49325316140445,57,2315.0,0.057162132806399604,57,2315.0
74435.0,53,1152.0,13.552941176470588,2.968060461878624,53,2335.0,0.10501878002652903,53,2335.0
74440.0,52,1261.0,15.378048780487806,3.420323390765423,52,2352.0,0.14166080233691727,52,2352.0
74445.0,50,1297.0,16.2125,3.1165580291092305,50,2399.0,0.13303449155563105,50,2399.0
74450.0,46,1190.0,14.512195121951219,2.3591556905022952,46,2332.0,0.10099193089159816,46,2332.0
74455.0,46,1152.0,13.395348837209303,3.52729352262901,46,2211.0,0.15372001202875335,46,2211.0
74460.0,42,1108.0,13.035294117647059,3.9232593639622744,42,2208.0,0.19162444293599684,42,2208.0
74465.0,41,749.0,8.916666666666666,3.1898408739324005,41,2103.0,0.14399566604389957,41,2103.0
74470.0,50,688.0,7.908045977011494,2.8832549883522014,50,2016.0,0.12263515897111443,50,2016.0
74475.0,55,930.0,10.568181818181818,2.7569412272286153,55,2041.0,0.08994778421023596,55,2041.0
74480.0,61,1030.0,11.704545454545455,1.9010991264352646,61,2174.0,0.06637378357699152,61,2174.0
74485.0,64,1036.0,11.511111111111111,1.5160873724591024,64,2247.0,0.04391465382191959,64,2247.0
74490.0,56,981.0,10.436170212765957,2.188133808020155,56,2384.0,0.08812205077054172,56,2384.0
74495.0,47,818.0,9.088888888888889,2.4924135925753497,47,2394.0,0.1254594798762399,47,2394.0
74500.0,45,829.0,9.314606741573034,2.807204025572964,45,2312.0,0.09744722293170799,45,2312.0
74505.0,47,911.0,10.010989010989011,2.9411877461907125,47,2325.0,0.10348808111457124,47,2325.0
74510.0,43,617.0,7.174418604651163,3.0101777341005445,43,2322.0,0.13476273694315155,43,2322.0
74515.0,49,664.0,7.632183908045977,2.7854356643713216,49,2260.0,0.11937846933743464,49,2260.0
74520.0,60,941.0,10.94186046511628,2.4549425902029594,60,2362.0,0.06591786083634914,60,2362.0
74525.0,61,1040.0,11.555555555555555,1.9428630396593525,61,2479.0,0.05598082742107769,61,2479.0
74530.0,55,1020.0,11.724137931034482,2.8273647619209,55,2247.0,0.10642809437468906,55,2247.0
74535.0,53,1055.0,12.267441860465116,3.226268045553458,53,2252.0,0.1126617482117771,53,2252.0
74540.0,53,1073.0,12.476744186046512,3.3520690944705835,53,2175.0,0.10649969277206543,53,2175.0
74545.0,52,1192.0,14.536585365853659,3.83802718380847,52,2116.0,0.1452741370867288,52,2116.0
74550.0,49,1223.0,15.2875,3.180624785066168,49,2213.0,0.1505337840337544,49,2213.0
74555.0,46,1112.0,14.441558441558442,2.2394636847342966,46,2227.0,0.09222625834196609,46,2227.0
74560.0,45,1075.0,12.647058823529411,3.1825325589878264,45,2196.0,0.12853851085982326,45,2196.0
74565.0,42,1036.0,12.188235294117646,4.1523404683485445,42,2169.0,0.20575248241504504,42,2169.0
74570.0,38,689.0,8.202380952380953,3.503381703862703,38,2078.0,0.1649579124379849,38,2078.0
74575.0,44,653.0,7.867469879518072,2.9564737461855857,44,1998.0,0.13007191696911619,44,1998.0
74580.0,55,894.0,10.159090909090908,2.5705155590033826,55,2038.0,0.08137085012914066,55,2038.0
74585.0,62,996.0,11.318181818181818,1.9895480645533228,62,2168.0,0.06777826705030163,62,2168.0
74590.0,58,1009.0,11.732558139534884,1.9465745955638967,58,2158.0,0.06390386548893377,58,2158.0
74595.0,54,948.0,10.193548387096774,2.144452398662699,54,2229.0,0.07090296132912963,54,2229.0
74600.0,46,805.0,8.846153846153847,2.618906740593852,46,2260.0,0.11862912110093687,46,2260.0
74605.0,40,784.0,8.909090909090908,3.1969336922254654,40,2183.0,0.1216729785825174,40,2183.0
74610.0,46,884.0,9.932584269662922,3.1525029160286686,46,2230.0,0.1089328100850213,46,2230.0
74615.0,43,567.0,6.517241379310345,2.741601926632531,43,2224.0,0.11859941121836766,43,2224.0
74620.0,50,626.0,7.364705882352941,2.655290570260909,50,2168.0,0.11618945723892414,50,2168.0
74625.0,58,899.0,10.453488372093023,2.3663794624615577,58,2293.0,0.07060117954868132,58,2293.0
74630.0,60,1001.0,11.247191011235955,1.9374901970609792,60,2382.0,0.05262206802274582,60,2382.0
74635.0,56,992.0,11.534883720930232,2.6626290342687344,56,2324.0,0.10152728445002478,56,2324.0
74640.0,50,1014.0,12.071428571428571,3.4480505884227286,50,2221.0,0.13824106429412925,50,2221.0
74645.0,50,1072.0,12.91566265060241,3.3147639204465933,50,2135.0,0.1065556632947908,50,2135.0
74650.0,50,1160.0,14.146341463414634,3.5063535903985388,50,2178.0,0.1369557610272041,50,2178.0
74655.0,49,1181.0,14.7625,2.9653987543063334,49,2223.0,0.14678994928272646,49,2223.0
74660.0,45,1069.0,13.531645569620252,2.777764690824844,45,2216.0,0.12393300648849147,45,2216.0
74665.0,49,1030.0,12.409638554216867,3.0254167467011563,49,2140.0,0.09994449930689418,49,2140.0
74670.0,40,1000.0,11.764705882352942,3.8947976929091315,40,2122.0,0.17935224990111792,40,2122.0
74675.0,37,672.0,8.0,3.9817753041982824,37,2076.0,0.22060803054086117,37,2076.0
74680.0,43,628.0,7.3023255813953485,3.0894688411539843,43,1992.0,0.13634716595708568,43,1992.0
74685.0,54,869.0,9.875,2.68868347409234,54,2036.0,0.08162857861437724,54,2036.0
74690.0,60,966.0,10.977272727272727,1.900252533840167,60,2165.0,0.06500589182757713,60,2165.0
74695.0,59,968.0,11.255813953488373,1.9457881948365838,59,2151.0,0.06537677466769942,59,2151.0
74700.0,56,1020.0,11.86046511627907,2.403489137487935,56,2062.0,0.06623936831636025,56,2062.0
74705.0,50,935.0,10.50561797752809,2.218761504104273,50,2181.0,0.0992751695092767,50,2181.0
74710.0,42,848.0,9.86046511627907,3.2810882989451295,42,2157.0,0.16636084666171547,42,2157.0
74715.0,44,857.0,9.965116279069768,3.2477624147256647,44,2040.0,0.1312233872638204,44,2040.0
74720.0,44,922.0,10.597701149425287,2.9440286760294754,44,2072.0,0.11277382513940322,44,2072.0
74725.0,41,589.0,6.7701149425287355,3.1187354891367627,41,2019.0,0.15057331044917766,41,2019.0
74730.0,49,627.0,7.044943820224719,3.028624487780787,49,1954.0,0.13354867644968804,49,1954.0
74735.0,58,892.0,10.494117647058824,2.4599079422562005,58,2046.0,0.07185294754139644,58,2046.0
74740.0,62,995.0,11.055555555555555,1.7244502623388618,62,2168.0,0.05153251711550716,62,2168.0
74745.0,57,991.0,11.011111111111111,2.8427528831170363,57,2187.0,0.11647091142767699,57,2187.0
74750.0,54,1048.0,12.045977011494253,2.897507039697239,54,2133.0,0.09691956826382828,54,2133.0
74755.0,55,1083.0,12.306818181818182,3.0134033795051365,55,2136.0,0.09136164091157671,55,2136.0
74760.0,53,1225.0,14.939024390243903,3.449557849541704,53,2117.0,0.13360435333232926,53,2117.0
74765.0,50,1260.0,15.180722891566266,3.2527801116236725,50,2216.0,0.14748781233390676,50,2216.0
74770.0,46,1185.0,15.0,2.4074217977684067,46,2217.0,0.10205833510196483,46,2217.0
74775.0,45,1123.0,13.369047619047619,3.049380446606524,45,2175.0,0.12156115433623817,45,2175.0
74780.0,42,1100.0,12.941176470588236,4.005044355649953,42,2133.0,0.20581890523421414,42,2133.0
74785.0,38,700.0,8.235294117647058,3.302665067032111,38,2083.0,0.16826872196438644,38,2083.0
74790.0,48,669.0,7.689655172413793,2.978799157569951,48,2010.0,0.12618815378428416,48,2010.0
74795.0,57,921.0,10.233333333333333,2.6711535035878415,57,2057.0,0.0759955349427521,57,2057.0
74800.0,63,1033.0,11.606741573033707,1.9167630583325455,63,2205.0,0.06164807616873068,63,2205.0
74805.0,59,1038.0,12.069767441860465,1.745338195951153,59,2203.0,0.043092405743679965,59,2203.0
74810.0,59,1122.0,12.195652173913043,2.42675146562908,59,2224.0,0.06470562979309567,59,2224.0
74815.0,51,1020.0,11.208791208791208,2.7284773884111826,51,2337.0,0.12374036782640797,51,2337.0
74820.0,42,891.0,10.36046511627907,3.1507405716246892,42,2307.0,0.16016796071481326,42,2307.0
74825.0,44,907.0,10.425287356321839,2.875872615391692,44,2184.0,0.10700052836861701,44,2184.0
74830.0,45,971.0,11.034090909090908,3.2622616215780154,45,2146.0,0.13179342860209123,45,2146.0
74835.0,44,621.0,7.137931034482759,3.020855972357352,44,2175.0,0.1370513842871234,44,2175.0
74840.0,51,655.0,7.528735632183908,2.4552029464512706,51,2111.0,0.09886200513069839,51,2111.0
74845.0,63,929.0,10.322222222222223,2.4523512940378036,63,2196.0,0.06065685622927693,63,2196.0
74850.0,61,1041.0,11.566666666666666,2.059374606201928,61,2329.0,0.06505804760660851,61,2329.0
74855.0,58,1043.0,12.127906976744185,2.5631842207318907,58,2363.0,0.10987483432903786,58,2363.0
74860.0,55,1074.0,12.488372093023257,2.5679982393924226,55,2304.0,0.07147698531535554,55,2304.0
74865.0,53,1125.0,12.931034482758621,2.8921914690118227,53,2354.0,0.10808906426435425,53,2354.0
74870.0,51,1252.0,15.08433734939759,3.612201564262849,51,2312.0,0.14944301732602266,51,2312.0
74875.0,50,1278.0,15.585365853658537,3.3966061194448027,50,2295.0,0.14924049911989812,50,2295.0
74880.0,45,1158.0,14.658227848101266,2.8352907209513756,45,2239.0,0.11273249006456817,45,2239.0
74885.0,41,1108.0,13.035294117647059,3.1466438164626673,41,2118.0,0.13871272938173926,41,2118.0
74890.0,43,1079.0,12.402298850574713,4.080820488945549,43,2113.0,0.2172356134482461,43,2113.0
74895.0,35,685.0,8.154761904761905,3.357335040269184,35,2003.0,0.16100744868547653,35,2003.0
74900.0,45,631.0,7.089887640449438,3.1023523864463107,45,1915.0,0.12902207183418263,45,1915.0
74905.0,56,878.0,9.865168539325843,2.8045309979773805,56,1954.0,0.08620272207870297,56,1954.0
74910.0,61,985.0,11.193181818181818,1.8966097698393372,61,2087.0,0.057950077730292475,61,2087.0
74915.0,60,1002.0,11.386363636363637,2.0645740346495995,60,2097.0,0.05369410863349556,60,2097.0
74920.0,60,1090.0,11.720430107526882,2.767522101493397,60,2118.0,0.08476887828607997,60,2118.0
74925.0,51,982.0,10.791208791208792,2.901123386940466,51,2230.0,0.13207491265484164,51,2230.0
74930.0,43,895.0,10.654761904761905,2.6450821803940223,43,2207.0,0.13053756202168787,43,2207.0
74935.0,50,931.0,10.579545454545455,2.778195639111172,50,2107.0,0.09205329309151401,50,2107.0
74940.0,45,991.0,11.39080459770115,3.3093141537109103,45,2143.0,0.14154913713061898,45,2143.0
74945.0,43,650.0,7.471264367816092,3.182310408728593,43,2078.0,0.13776733251427747,43,2078.0
74950.0,49,682.0,7.839080459770115,2.7831968124958593,49,2006.0,0.1089518789453327,49,2006.0
74955.0,59,955.0,10.61111111111111,2.6080985868660034,59,2088.0,0.07604945094726372,59,2088.0
74960.0,61,1058.0,11.755555555555556,2.557227786874465,61,2217.0,0.08947348274280251,61,2217.0
74965.0,57,1041.0,12.104651162790697,2.3937267883177555,57,2268.0,0.08473400336185101,57,2268.0
74970.0,58,1099.0,12.929411764705883,2.4419486495074856,58,2213.0,0.06341542609881315,58,2213.0
74975.0,50,1117.0,12.839080459770114,3.0327945435257235,50,2215.0,0.10188198993621425,50,2215.0
74980.0,53,1242.0,14.963855421686747,3.5214109124277946,53,2223.0,0.14424543950264865,53,2223.0
74985.0,51,1280.0,15.609756097560975,2.940787592957931,51,2316.0,0.12939418518406698,51,2316.0
74990.0,47,1181.0,14.228915662650602,2.3009165944894825,47,2330.0,0.10170335660283815,47,2330.0
74995.0,47,1159.0,13.32183908045977,3.347791189869073,47,2239.0,0.14303954814832712,47,2239.0
75000.0,45,1161.0,13.193181818181818,3.9174711822223993,45,2258.0,0.1816374567523396,45,2258.0
75005.0,43,788.0,9.162790697674419,3.2330145462635826,43,2175.0,0.13063742293784592,43,2175.0
75010.0,47,731.0,8.306818181818182,2.863253614947115,47,2098.0,0.11431560730414074,47,2098.0
75015.0,57,979.0,11.0,2.8541727926594356,57,2124.0,0.08446978970518482,57,2124.0
75020.0,61,1082.0,12.157303370786517,1.931732216397454,61,2265.0,0.04967290777604551,61,2265.0
75025.0,65,1078.0,12.112359550561798,1.4719543334076393,65,2287.0,0.04297135696140279,65,2287.0
75030.0,55,1007.0,10.827956989247312,2.1000600612851206,55,2425.0,0.08541617999828953,55,2425.0
75035.0,45,847.0,9.307692307692308,2.627545585902559,45,2459.0,0.11992671332206109,45,2459.0
75040.0,43,813.0,9.134831460674157,2.812741735409171,43,2391.0,0.0971939381501372,43,2391.0
75045.0,48,925.0,10.164835164835164,2.949069097799887,48,2403.0,0.09624763831513757,48,2403.0
75050.0,42,612.0,7.2,2.9072958892747804,42,2397.0,0.12939690515075922,42,2397.0
75055.0,51,658.0,7.563218390804598,2.918713004816055,51,2335.0,0.11610994869721289,51,2335.0
75060.0,57,930.0,10.941176470588236,2.5374688937815613,57,2429.0,0.06063419885523191,57,2429.0
75065.0,59,1022.0,11.48314606741573,2.0544822932074482,59,2538.0,0.06771618850440891,59,2538.0
75070.0,55,998.0,11.471264367816092,3.0356675541894416,55,2457.0,0.1348202389199048,55,2457.0
75075.0,53,1038.0,12.211764705882352,2.898625229324499,53,2256.0,0.09083590664607834,53,2256.0
75080.0,51,1081.0,12.425287356321839,3.202687940067022,51,2173.0,0.08985047141748252,51,2173.0
75085.0,51,1172.0,13.952380952380953,3.792358045032379,51,2212.0,0.15371372584466417,51,2212.0
75090.0,51,1205.0,14.876543209876543,3.2027543707125785,51,2207.0,0.15335407942936605,51,2207.0
75095.0,45,1096.0,14.051282051282051,2.7033571189688153,45,2224.0,0.11029939660529925,45,2224.0
75100.0,43,1034.0,12.16470588235294,3.3675114117406015,43,2144.0,0.12506265690411034,43,2144.0
75105.0,42,1025.0,12.202380952380953,4.04824183305062,42,2165.0,0.19895062389232196,42,2165.0
75110.0,37,674.0,8.21951219512195,3.313824334115662,37,2071.0,0.15242688524569253,37,2071.0
75115.0,44,625.0,7.352941176470588,3.252180089754042,44,1985.0,0.13812189366421154,44,1985.0
75120.0,54,866.0,9.954022988505747,2.8322327457410643,54,2022.0,0.07883295171972537,54,2022.0
75125.0,61,963.0,10.943181818181818,1.967651096670349,61,2144.0,0.06095142630242851,61,2144.0
75130.0,58,972.0,11.30232558139535,1.9968434660591905,58,2039.0,0.05913418950585338,58,2039.0
75135.0,56,921.0,10.01086956521739,2.0146710865383817,56,2191.0,0.06778315513754195,56,2191.0
75140.0,47,788.0,8.755555555555556,2.636935773616692,47,2183.0,0.11634141212732507,47,2183.0
75145.0,42,782.0,8.886363636363637,3.282241604861001,42,2165.0,0.1290937854618705,42,2165.0
75150.0,44,869.0,9.875,3.06372676245915,44,2172.0,0.09889927480726414,44,2172.0
75155.0,42,582.0,6.928571428571429,2.8189261637302927,42,2182.0,0.11862629437913506,42,2182.0
75160.0,47,644.0,7.488372093023256,2.976208032268856,47,2086.0,0.12014382645490795,47,2086.0
75165.0,59,916.0,10.528735632183908,2.5878186279248725,59,2243.0,0.06662371348206128,59,2243.0
75170.0,59,1010.0,11.477272727272727,1.897765139159201,59,2336.0,0.060965054075234094,59,2336.0
75175.0,56,979.0,11.383720930232558,2.339120120982522,56,2263.0,0.09720996637705728,56,2263.0
75180.0,52,1018.0,11.837209302325581,3.382755075307873,52,2152.0,0.1332134526350026,52,2152.0
75185.0,49,1024.0,12.19047619047619,2.9119472196151737,49,2125.0,0.0959686139500282,49,2125.0
75190.0,52,1146.0,13.80722891566265,3.518349302608548,52,2121.0,0.13899997918005647,52,2121.0
75195.0,49,1180.0,14.390243902439025,3.4299543260876546,49,2126.0,0.15032032531591394,49,2126.0
75200.0,44,1067.0,13.3375,2.860980105337164,44,2137.0,0.1106257886997457,44,2137.0
75205.0,46,1007.0,12.132530120481928,2.9643848241804234,46,2106.0,0.1007459968249965,46,2106.0
75210.0,41,995.0,11.705882352941176,3.738897223249119,41,2079.0,0.16275954474614598,41,2079.0
75215.0,36,653.0,7.867469879518072,3.918172634663012,36,1988.0,0.21775712205365794,36,1988.0
75220.0,44,612.0,7.2,3.1875520926654684,44,1912.0,0.1399862403318496,44,1912.0
75225.0,54,859.0,9.761363636363637,2.6390887887664984,54,1961.0,0.0751839043642082,54,1961.0
75230.0,61,966.0,10.977272727272727,1.8606183006933492,61,2094.0,0.06292988735153152,61,2094.0
75235.0,58,980.0,11.529411764705882,2.0335821780616476,58,2086.0,0.06934804168487735,58,2086.0
75240.0,56,1062.0,12.206896551724139,2.5500118566695344,56,2024.0,0.05882728734155651,56,2024.0
75245.0,50,986.0,10.835164835164836,2.657301896014491,50,2147.0,0.10273328165331534,50,2147.0
75250.0,43,853.0,10.035294117647059,3.3370511315570117,43,2149.0,0.17248493777775437,43,2149.0
75255.0,43,891.0,10.241379310344827,3.2511717256163575,43,2048.0,0.1278916214650605,43,2048.0
75260.0,44,935.0,10.74712643678161,3.0311803619872664,44,2030.0,0.12068597036139966,44,2030.0
75265.0,41,600.0,6.896551724137931,3.0335318149517185,41,2019.0,0.14154467167613663,41,2019.0
75270.0,49,653.0,7.337078651685394,2.959937915218035,49,1957.0,0.11942321349885121,49,1957.0
75275.0,58,926.0,10.894117647058824,2.576274622703278,58,2062.0,0.06583337462022702,58,2062.0
75280.0,65,1035.0,11.89655172413793,1.6384421439443428,65,2194.0,0.04063885098278288,65,2194.0
75285.0,57,1022.0,12.023529411764706,2.696177380487356,57,2250.0,0.11387580401901766,57,2250.0
75290.0,50,1034.0,12.16470588235294,3.113197110630514,50,2171.0,0.10253662312537662,50,2171.0
75295.0,51,1046.0,12.305882352941177,3.0345561230639504,51,2152.0,0.09260334373870394,51,2152.0
75300.0,50,1190.0,14.337349397590362,3.669056340906252,50,2148.0,0.14219566764660369,50,2148.0
75305.0,49,1215.0,15.0,3.305190355862559,49,2182.0,0.14753006015968237,49,2182.0
75310.0,45,1099.0,14.272727272727273,2.5052563972404074,45,2173.0,0.10867431623641936,45,2173.0
75315.0,44,1064.0,12.666666666666666,3.1230141623899264,44,2069.0,0.12068802174160252,44,2069.0
75320.0,43,1066.0,12.541176470588235,3.882204713334451,43,2080.0,0.20073395659923784,43,2080.0
75325.0,36,694.0,8.261904761904763,3.455707445536566,36,1980.0,0.19152470720260495,36,1980.0
75330.0,47,661.0,7.426966292134831,3.1621493037535764,47,1909.0,0.13113480891288595,47,1909.0
75335.0,55,909.0,10.329545454545455,2.851874351609664,55,1958.0,0.07644168717609329,55,1958.0
75340.0,60,1016.0,11.415730337078651,1.8890068037709202,60,2096.0,0.05318695560832325,60,2096.0
75345.0,60,1018.0,11.701149425287356,1.8857835149630038,60,2146.0,0.06634647976093547,60,2146.0
75350.0,56,1068.0,11.736263736263735,2.4278756739812115,56,2099.0,0.057161531510938626,56,2099.0
75355.0,50,991.0,11.011111111111111,2.687898594005463,50,2209.0,0.12018528191552583,50,2209.0
75360.0,42,874.0,10.282352941176471,3.149188906838244,42,2198.0,0.16462119380922433,42,2198.0
75365.0,45,909.0,10.448275862068966,2.9337024223766366,45,2092.0,0.10591637969342528,45,2092.0
75370.0,45,968.0,11.126436781609195,3.2301516099000627,45,2083.0,0.11158444221318155,45,2083.0
75375.0,39,586.0,6.813953488372093,2.762404294718242,39,2099.0,0.12478133477952717,39,2099.0
75380.0,50,624.0,7.172413793103448,2.7867048235404575,50,2027.0,0.11806841510186344,50,2027.0
75385.0,62,898.0,9.977777777777778,2.426886984341061,62,2121.0,0.06138576054025489,62,2121.0
75390.0,60,1004.0,11.155555555555555,2.017621004210532,60,2248.0,0.06745075850079092,60,2248.0
75395.0,59,1044.0,12.13953488372093,2.6066243090715946,59,2279.0,0.11136473364616473,59,2279.0
75400.0,56,1080.0,12.55813953488372,2.6565588036241197,56,2227.0,0.07479482267987625,56,2227.0
75405.0,52,1117.0,12.988372093023257,3.015468674774607,52,2290.0,0.11724328734143756,52,2290.0
75410.0,51,1241.0,14.773809523809524,3.5566824844375278,51,2290.0,0.14705747073070113,51,2290.0
75415.0,50,1275.0,15.548780487804878,2.822687750133811,50,2339.0,0.13683073823585873,50,2339.0
75420.0,46,1157.0,14.283950617283951,2.5939117967348904,46,2318.0,0.10630246476494003,46,2318.0
75425.0,44,1120.0,12.873563218390805,3.117409862267259,44,2208.0,0.12459261523669823,44,2208.0
75430.0,45,1097.0,12.465909090909092,3.906173049774445,45,2209.0,0.1912020345775794,45,2209.0
75435.0,39,715.0,8.411764705882353,3.0616047225924503,39,2106.0,0.14174896438358123,39,2106.0
75440.0,47,672.0,7.466666666666667,2.9868536157237378,47,2032.0,0.11721988456704789,47,2032.0
75445.0,56,925.0,10.277777777777779,2.9696174858856565,56,2074.0,0.09371973578090606,56,2074.0
75450.0,61,1037.0,11.651685393258427,2.0547588732479447,61,2216.0,0.055191634173678415,61,2216.0
75455.0,62,1056.0,12.137931034482758,1.764460527804935,62,2254.0,0.05052786812839004,62,2254.0
75460.0,61,1136.0,12.21505376344086,2.637681421384893,61,2221.0,0.08304316035931354,61,2221.0
75465.0,52,1029.0,11.433333333333334,2.7333526165861124,52,2341.0,0.1334673264689969,52,2341.0
75470.0,44,913.0,10.616279069767442,2.9418129737095153,44,2316.0,0.13662779027988367,44,2316.0
75475.0,49,960.0,10.909090909090908,2.869426174306394,49,2209.0,0.0955216410328036,49,2209.0
75480.0,45,1024.0,11.770114942528735,3.299178330993423,45,2252.0,0.13240786165704116,45,2252.0
75485.0,40,642.0,7.465116279069767,2.9734061716524054,40,2189.0,0.13470422626740758,40,2189.0
75490.0,49,662.0,7.609195402298851,2.870442229734783,49,2107.0,0.11173379789447752,49,2107.0
75495.0,59,931.0,10.579545454545455,2.46272127115394,59,2181.0,0.06680995311156576,59,2181.0
75500.0,61,1037.0,11.784090909090908,2.2328807742150896,61,2310.0,0.08528891245778056,61,2310.0
75505.0,56,1020.0,12.0,2.8105985681420873,56,2312.0,0.11263144449928404,56,2312.0
75510.0,55,1071.0,12.6,2.574360219475471,55,2291.0,0.07438567864360915,55,2291.0
75515.0,50,1091.0,12.988095238095237,3.109009286646599,50,2272.0,0.12370018972459643,50,2272.0
75520.0,50,1206.0,14.53012048192771,3.686318012470391,50,2207.0,0.15583500786047758,50,2207.0
75525.0,51,1238.0,14.91566265060241,3.200796876946753,51,2197.0,0.14386132052166764,51,2197.0
75530.0,45,1134.0,13.662650602409638,2.8005901660101995,45,2200.0,0.11213550276894935,45,2200.0
75535.0,42,1097.0,12.905882352941177,3.6749938572159295,42,2084.0,0.15579718338143514,42,2084.0
75540.0,43,1099.0,12.929411764705883,4.009853422046198,43,1977.0,0.17461379484449424,43,1977.0
75545.0,39,717.0,8.74390243902439,3.2636448210588194,39,1969.0,0.14800420520661314,39,1969.0
75550.0,46,654.0,7.604651162790698,2.9910254091672344,46,1878.0,0.1323091238735696,46,1878.0
75555.0,52,885.0,10.172413793103448,2.803393500469387,52,1888.0,0.09099534839649695,52,1888.0
75560.0,59,981.0,11.147727272727273,1.7979713602658245,59,2014.0,0.0540169287859113,59,2014.0
75565.0,65,1001.0,11.0,1.6262951900001426,65,2085.0,0.050574759584310014,65,2085.0
75570.0,54,935.0,10.053763440860216,2.026352168053131,54,2225.0,0.08407768611456208,54,2225.0
75575.0,49,857.0,9.417582417582418,2.5609611380267596,49,2273.0,0.1233116733232736,49,2273.0
75580.0,46,844.0,9.48314606741573,2.9839563321865525,46,2232.0,0.11205424669513186,46,2232.0
75585.0,46,951.0,10.806818181818182,2.869074870997819,46,2306.0,0.10040430019227314,46,2306.0
75590.0,42,627.0,7.376470588235295,2.7313266933845206,42,2272.0,0.11145100543156836,42,2272.0
75595.0,53,678.0,7.793103448275862,3.033555767720995,53,2214.0,0.12009067716091389,53,2214.0
75600.0,58,951.0,11.321428571428571,2.80951973593451,58,2328.0,0.08838430513856155,58,2328.0
75605.0,58,1043.0,11.852272727272727,2.0538823684472103,58,2429.0,0.06000343717503654,58,2429.0
75610.0,56,1011.0,11.894117647058824,2.650376387930938,56,2365.0,0.10878194582715732,56,2365.0
75615.0,53,1013.0,11.779069767441861,2.54020402645614,53,2283.0,0.08145207404259279,53,2283.0
75620.0,50,1051.0,12.220930232558139,3.074784581184401,50,2255.0,0.10456215528150194,50,2255.0
75625.0,51,1158.0,13.785714285714286,3.686262502046665,51,2179.0,0.1385014012716569,51,2179.0
75630.0,49,1190.0,14.875,2.9394228638421103,49,2281.0,0.1418323017182533,49,2281.0
75635.0,47,1086.0,13.575,2.6182648664320824,47,2254.0,0.09819349082771663,47,2254.0
75640.0,47,1033.0,11.873563218390805,3.1004053982323576,47,2229.0,0.12807688628126612,47,2229.0
75645.0,43,1028.0,11.953488372093023,4.120667687621948,43,2207.0,0.2024325882970346,43,2207.0
